Airfoil,AoA,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,L/D
giiim,9,1.0972,0.01358,0.00776,-0.0066,0.031,1,80.7953
giiin,12,1.3584,0.02404,0.01942,0.0038,0.0263,1,56.5058
giiin,11,1.2985,0.01709,0.01164,-0.0007,0.0298,1,75.9801
giiin,10,1.2094,0.01393,0.00811,-0.0031,0.0387,1,86.8198
giiin,0,0.1446,0.00898,0.00281,-0.0112,0.5404,0.0314,16.1024
giiin,3,0.4687,0.00921,0.00206,-0.0083,0.2423,0.0586,50.8903
giiin,15,1.5229,0.03638,0.03261,0.012,0.0244,1,41.8609
giiin,2,0.3633,0.00876,0.00233,-0.0096,0.4057,0.0583,41.4726
giiin,14,1.4901,0.03066,0.02661,0.0099,0.0252,1,48.6008
giiin,7,0.8968,0.01135,0.00557,-0.0056,0.0518,1,79.0132
giiin,6,0.8014,0.00937,0.00346,-0.0085,0.076,1,85.5283
giiin,4,0.577,0.00967,0.00216,-0.0075,0.1747,0.0581,59.6691
giiin,5,0.7026,0.00835,0.00271,-0.011,0.1108,1,84.1437
giiin,8,1.0008,0.01221,0.00645,-0.0046,0.0509,1,81.9656
giiin,9,1.1064,0.01289,0.00711,-0.0039,0.0493,1,85.834
glennmartin2,0,0.4503,0.01029,0.00252,-0.0505,0.2967,0.0681,43.7609
gm15sm,-1,0.4796,0.00547,0.00085,-0.1392,0.8399,0.2327,87.6782
gm15sm,-3,0.2648,0.00704,0.00218,-0.1422,0.918,0.0195,37.6136
gm15sm,-4,0.1535,0.00845,0.00389,-0.1429,0.9403,0.0096,18.1657
gm15sm,-2,0.3734,0.00596,0.00107,-0.1409,0.8894,0.0976,62.651
gm15sm,1,0.6804,0.00609,0.00098,-0.1332,0.6451,0.3712,111.724
gm15sm,10,1.4556,0.02644,0.02132,-0.0934,0.0027,1,55.053
gm15sm,0,0.5812,0.00565,0.00081,-0.1364,0.7435,0.3036,102.867
gm15sm,2,0.7831,0.00635,0.00127,-0.1311,0.5794,0.48,123.323
gm15sm,3,0.8886,0.00616,0.00177,-0.13,0.4859,1,144.253
gm15sm,4,0.9872,0.00721,0.00233,-0.1273,0.3723,1,136.921
gm15sm,6,1.1592,0.0125,0.00587,-0.1183,0.011,1,92.736
gm15sm,7,1.2483,0.01485,0.00857,-0.1139,0.0084,1,84.0606
gm15sm,9,1.4106,0.01995,0.01419,-0.1042,0.0044,1,70.7068
gm15sm,8,1.3251,0.01823,0.0123,-0.1077,0.0071,1,72.6879
goe100,-1,0.28,0.00902,0.00141,-0.0704,0.2913,0.0575,31.0421
goe100,-2,0.1706,0.00988,0.00153,-0.0679,0.1484,0.0481,17.2672
goe100,2,0.5988,0.00819,0.00124,-0.0755,0.358,0.147,73.1136
goe100,3,0.7005,0.00902,0.00149,-0.0763,0.2736,0.0483,77.6608
goe114,-1,0.2492,0.00917,0.00134,-0.0883,0.111,0.2944,27.1756
goe114,-3,0.0442,0.01061,0.00179,-0.0853,0.0306,0.0218,4.16588
goe114,-2,0.1452,0.0092,0.0013,-0.0862,0.029,0.2918,15.7826
goe114,1,0.4937,0.00703,0.00051,-0.0992,0.6297,0.0294,70.2276
goe115,5,0.8793,0.01247,0.00358,-0.0859,0.0243,0.0678,70.5132
goe116,-3,0.0864,0.01045,0.00147,-0.0875,0.0287,0.0528,8.26794
goe116,1,0.5291,0.00824,0.00108,-0.0966,0.3876,0.1461,64.2112
goe116,2,0.6454,0.00734,0.00095,-0.0998,0.5307,0.1446,87.9292
goe117,-5,-0.0706,0.01373,0.0059,-0.0972,0.0313,0.023,-5.14202
goe117,4,0.845,0.01229,0.00349,-0.0989,0.029,0.0315,68.7551
goe117,3,0.7489,0.01171,0.00283,-0.1,0.0304,0.0329,63.9539
goe117,6,1.0261,0.01366,0.00468,-0.0951,0.0149,0.0321,75.1171
goe118,1,0.6879,0.01115,0.00168,-0.1231,0.0329,0.0296,61.6951
goe118,3,0.8921,0.012,0.00253,-0.1266,0.0306,0.0342,74.3417
goe121,4,0.9046,0.01164,0.0026,-0.1038,0.0299,0.0296,77.7148
goe121,3,0.7981,0.01126,0.00224,-0.104,0.0396,0.0331,70.8792
goe121,6,1.1114,0.01299,0.00425,-0.1031,0.0239,0.1098,85.5581
goe121,5,1.0088,0.01232,0.00339,-0.1033,0.0266,0.0478,81.8831
goe123,6,1.1572,0.01377,0.00519,-0.107,0.0273,0.0395,84.0378
goe124,7,1.3216,0.01219,0.0055,-0.1139,0.0983,1,108.417
goe133,-2,0.2394,0.01037,0.00235,-0.0782,0.1436,0.0474,23.0858
goe133,-3,0.1331,0.01036,0.00228,-0.077,0.1486,0.0294,12.8475
goe133,6,1.0895,0.00985,0.00369,-0.0848,0.1447,1,110.609
goe133,8,1.281,0.01357,0.00654,-0.0823,0.0369,1,94.3994
goe133,4,0.8776,0.0087,0.00262,-0.0841,0.1594,1,100.874
goe133,7,1.1848,0.01187,0.00511,-0.0836,0.0681,1,99.8147
goe133,9,1.3747,0.01538,0.00807,-0.0807,0.0193,1,89.3823
goe134,6,1.0589,0.01083,0.00304,-0.082,0.2065,0.0362,97.7747
goe134,7,1.1536,0.01307,0.00444,-0.0811,0.092,0.0329,88.2632
goe134,5,0.955,0.00972,0.00253,-0.0817,0.2979,0.0645,98.251
goe137,4,0.8735,0.01012,0.00206,-0.0843,0.1913,0.0316,86.3142
goe137,3,0.771,0.00901,0.00161,-0.0841,0.2932,0.0362,85.5716
goe137,2,0.6619,0.00885,0.00162,-0.0833,0.3283,0.0526,74.791
goe137,5,0.9769,0.01108,0.0027,-0.0845,0.1486,0.0308,88.1679
goe137,6,1.0769,0.01241,0.00369,-0.0844,0.0899,0.0468,86.7768
goe140,5,1.0732,0.01199,0.00333,-0.0994,0.1323,0.0309,89.5079
goe140,6,1.1691,0.01437,0.00506,-0.0984,0.0231,0.0461,81.357
goe142,-1,0.2866,0.00697,0.00139,-0.0755,0.7498,0.0371,41.1191
goe142,-2,0.1772,0.00746,0.00225,-0.0766,0.8316,0.0237,23.7534
goe142,1,0.5075,0.0068,0.00095,-0.0746,0.5562,0.2261,74.6324
goe142,0,0.397,0.00685,0.00098,-0.0749,0.6565,0.0703,57.9562
goe142,11,1.4995,0.02134,0.01552,-0.0592,0.0059,1,70.2671
goe142,10,1.4209,0.01826,0.0121,-0.0632,0.0076,1,77.8149
goe142,12,1.5523,0.02592,0.02054,-0.0522,0.0046,1,59.8881
goe142,2,0.613,0.00563,0.00119,-0.0737,0.4658,1,108.881
goe142,5,0.9397,0.00786,0.00255,-0.0725,0.2638,1,119.555
goe142,4,0.8321,0.00698,0.00192,-0.0729,0.3244,1,119.212
goe142,3,0.723,0.00625,0.00148,-0.0733,0.391,1,115.68
goe142,8,1.2406,0.01318,0.00672,-0.0686,0.0244,1,94.1275
goe142,7,1.1488,0.01026,0.00445,-0.0709,0.1322,1,111.969
goe142,9,1.3334,0.01563,0.00926,-0.0662,0.012,1,85.3103
goe142,6,1.0454,0.00896,0.00338,-0.0718,0.197,1,116.674
goe143,1,0.4948,0.01069,0.0016,-0.0728,0.042,0.0367,46.2862
goe143,0,0.3857,0.01096,0.00221,-0.0724,0.0446,0.0289,35.1916
goe143,6,1.0295,0.01107,0.00386,-0.0745,0.0258,1,92.9991
goe144,1,0.5795,0.01052,0.00166,-0.0972,0.0844,0.0311,55.0856
goe144,2,0.6982,0.00904,0.00122,-0.0994,0.2714,0.03,77.2345
goe144,4,0.9078,0.00928,0.00174,-0.0993,0.2738,0.0299,97.8233
goe144,6,1.0744,0.01318,0.00423,-0.0919,0.0242,0.0679,81.5175
goe147,3,0.6701,0.01018,0.0017,-0.0566,0.1158,0.0484,65.8251
goe147,6,0.994,0.0113,0.00319,-0.0582,0.0985,0.099,87.9646
goe14,5,1.1845,0.01036,0.00362,-0.1026,0.2928,0.0565,114.334
goe14,9,1.574,0.01514,0.00737,-0.0974,0.1417,0.1072,103.963
goe164,4,1.1381,0.01273,0.00368,-0.1489,0.0761,0.146,89.403
goe164,6,1.336,0.01417,0.00526,-0.1466,0.0744,0.1956,94.2837
goe164,3,1.036,0.01223,0.00328,-0.1495,0.0747,0.14,84.7097
goe164,8,1.5078,0.01743,0.00864,-0.1396,0.0153,0.4167,86.506
goe165,-1,0.6068,0.00953,0.00159,-0.1568,0.2994,0.0553,63.6726
goe165,-3,0.392,0.00932,0.00177,-0.1554,0.3917,0.0161,42.0601
goe167,6,1.0897,0.01366,0.00477,-0.086,0.0484,0.0967,79.7731
goe167,5,0.9826,0.013,0.00402,-0.085,0.0592,0.0312,75.5846
goe167,4,0.8833,0.01045,0.00255,-0.0847,0.2165,0.0424,84.5263
goe173,4,1.0554,0.00968,0.00264,-0.1188,0.2957,0.0455,109.029
goe174,3,0.912,0.00958,0.00242,-0.1115,0.2942,0.0378,95.1983
goe174,7,1.3037,0.01449,0.00549,-0.1072,0.0491,0.0343,89.9724
goe176,0,0.6414,0.00906,0.00141,-0.1271,0.2944,0.1174,70.7947
goe177,-2,0.288,0.00843,0.0015,-0.0882,0.389,0.072,34.1637
goe177,2,0.7006,0.01077,0.00169,-0.0925,0.051,0.043,65.0511
goe178,4,0.8748,0.0096,0.00167,-0.0905,0.2397,0.0328,91.125
goe178,5,0.9714,0.01221,0.0032,-0.09,0.0499,0.0305,79.5577
goe180,6,1.1086,0.01221,0.00379,-0.0944,0.1039,0.0739,90.7944
goe180,4,0.9066,0.01011,0.00212,-0.0956,0.1936,0.0332,89.6736
goe182,1,0.637,0.00999,0.00213,-0.0968,0.1925,0.0321,63.7638
goe182,4,0.967,0.00999,0.0024,-0.0973,0.1972,0.1369,96.7968
goe182,2,0.7479,0.00981,0.00196,-0.0969,0.1971,0.0294,76.2385
goe182,3,0.8579,0.00989,0.00207,-0.097,0.1975,0.0483,86.7442
goe182,5,1.0756,0.01025,0.00286,-0.0974,0.1965,0.1887,104.937
goe182,8,1.3689,0.01409,0.00694,-0.094,0.0442,1,97.154
goe182,6,1.182,0.00946,0.00356,-0.0975,0.193,1,124.947
goe182,7,1.2763,0.01167,0.00486,-0.0959,0.1143,1,109.366
goe184,5,1.0496,0.01284,0.00359,-0.0993,0.0298,0.0308,81.7445
goe184,4,0.9442,0.01221,0.00287,-0.0994,0.0291,0.0326,77.3301
goe184,6,1.1531,0.01365,0.00462,-0.0989,0.0276,0.0505,84.4762
goe187,1,0.5988,0.01076,0.00192,-0.0757,0.0729,0.0388,55.6506
goe187,2,0.702,0.01104,0.00223,-0.0779,0.0779,0.0336,63.587
goe187,3,0.8065,0.01118,0.0025,-0.0799,0.0963,0.0377,72.1377
goe188,1,0.5395,0.00858,0.00199,-0.0666,0.0279,1,62.8788
goe188,7,1.1598,0.01188,0.00496,-0.0762,0.0739,1,97.6263
goe190,-5,0.1341,0.01077,0.00495,-0.1525,0.5862,0.0345,12.4513
goe190,3,0.9705,0.00867,0.00253,-0.1436,0.3932,0.3001,111.938
goe190,2,0.8705,0.00842,0.00227,-0.1458,0.4125,0.2972,103.385
goe190,6,1.2182,0.01025,0.00403,-0.1264,0.2956,0.395,118.849
goe190,7,1.3093,0.01081,0.00465,-0.1227,0.2846,0.3972,121.119
goe195,6,1.1947,0.0143,0.00633,-0.125,0.0305,0.3593,83.5455
goe195,4,0.9908,0.01269,0.00374,-0.1271,0.0321,0.0309,78.0772
goe198,7,1.4027,0.01544,0.00808,-0.137,0.048,1,90.8484
goe198,5,1.2092,0.0145,0.0057,-0.1397,0.0552,0.0308,83.3931
goe198,8,1.4983,0.01635,0.00882,-0.1356,0.0442,1,91.6391
goe199,7,1.2344,0.01546,0.00673,-0.0887,0.026,0.0346,79.8448
goe207,7,1.3396,0.01559,0.00642,-0.0952,0.0283,0.0775,85.9269
goe207,6,1.2333,0.01478,0.00565,-0.0953,0.0295,0.035,83.4438
goe217,10,1.7227,0.02929,0.02178,-0.1387,0.0664,0.5007,58.8153
goe217,11,1.7391,0.03721,0.02979,-0.1334,0.061,0.5008,46.7374
goe217,12,1.7434,0.04764,0.04038,-0.13,0.0568,0.5019,36.5953
goe217,6,1.5483,0.01385,0.0071,-0.174,0.217,0.496,111.791
goe217,5,1.4572,0.01171,0.00563,-0.1772,0.3024,0.4918,124.441
goe217,7,1.6425,0.01536,0.00862,-0.1708,0.1831,0.4994,106.934
goe222,-3,0.6038,0.00892,0.00303,-0.2076,0.6703,0.0321,67.6906
goe222,-2,0.7094,0.00889,0.00258,-0.2071,0.6169,0.0314,79.7975
goe222,4,1.3022,0.01164,0.00535,-0.1993,0.3887,0.3984,111.873
goe222,3,1.2005,0.01107,0.00471,-0.2,0.3902,0.3947,108.446
goe222,2,1.0956,0.01064,0.00407,-0.2001,0.3914,0.3446,102.97
goe222,5,1.3994,0.01227,0.00605,-0.198,0.3853,0.3996,114.051
goe223,1,0.8013,0.01327,0.00377,-0.1513,0.0997,0.0342,60.3843
goe223,2,0.9067,0.01372,0.00422,-0.1515,0.1005,0.0318,66.086
goe223,3,1.007,0.01434,0.00483,-0.1508,0.1012,0.0485,70.2232
goe225,-1,0.8355,0.00915,0.00255,-0.212,0.496,0.0348,91.3115
goe225,1,1.0672,0.00909,0.00248,-0.2144,0.4934,0.045,117.404
goe225,0,0.952,0.00903,0.00232,-0.2134,0.4936,0.0303,105.426
goe225,3,1.2904,0.00933,0.00335,-0.2162,0.4566,0.2878,138.307
goe225,2,1.1808,0.00912,0.0028,-0.2156,0.484,0.1051,129.474
goe225,4,1.3927,0.01006,0.00415,-0.2153,0.4056,0.4222,138.439
goe225,7,1.6392,0.01451,0.00785,-0.2012,0.2373,0.5978,112.97
goe225,6,1.6027,0.01106,0.00547,-0.2142,0.3833,0.5539,144.91
goe226,-2,0.7134,0.00942,0.00247,-0.2009,0.396,0.095,75.7325
goe226,-3,0.5985,0.00975,0.00275,-0.1995,0.4401,0.0507,61.3846
goe226,-5,0.3807,0.00898,0.00299,-0.1992,0.5957,0.0418,42.3942
goe226,2,1.1682,0.00959,0.00323,-0.2051,0.3856,0.296,121.814
goe226,6,1.4272,0.02064,0.01239,-0.1789,0.0286,0.5659,69.1473
goe226,7,1.4955,0.0226,0.01498,-0.1738,0.0286,1,66.1726
goe227,-1,0.8476,0.00821,0.00208,-0.218,0.5812,0.0748,103.24
goe227,-2,0.731,0.00831,0.0022,-0.2162,0.5865,0.0742,87.9663
goe227,-3,0.6141,0.00853,0.00246,-0.2143,0.5924,0.0733,71.993
goe227,-4,0.4971,0.00933,0.00352,-0.213,0.598,0.0677,53.2797
goe227,0,0.9642,0.00811,0.00224,-0.2199,0.5797,0.0954,118.89
goe227,4,1.3908,0.01002,0.00386,-0.2202,0.3967,0.3909,138.802
goe227,5,1.4956,0.0106,0.0046,-0.22,0.3817,0.4764,141.094
goe228,-4,0.446,0.01005,0.00329,-0.1843,0.4936,0.0328,44.3781
goe228,-3,0.5631,0.00971,0.00273,-0.1863,0.4841,0.0317,57.9918
goe228,2,1.1223,0.01024,0.00354,-0.1923,0.3783,0.3011,109.6
goe228,5,1.4127,0.01235,0.00583,-0.188,0.2931,0.591,114.389
goe233,6,1.5108,0.01743,0.00903,-0.1999,0.0293,0.3511,86.6781
goe233,7,1.5892,0.01928,0.01113,-0.1944,0.0268,0.373,82.4274
goe233,5,1.4178,0.01633,0.0073,-0.2026,0.0293,0.1634,86.8218
goe234,1,1.133,0.01472,0.006,-0.2365,0.031,0.2771,76.9701
goe238,4,0.8866,0.00916,0.00225,-0.0703,0.3242,0.0309,96.7904
goe238,7,1.1866,0.01076,0.00473,-0.0679,0.1542,1,110.279
goe238,9,1.3084,0.01516,0.00848,-0.0529,0.0477,1,86.3061
goe239,-1,0.5937,0.00862,0.0019,-0.1484,0.4882,0.0301,68.8747
goe239,0,0.7073,0.00842,0.0016,-0.1494,0.4823,0.0296,84.0024
goe239,2,0.9326,0.00813,0.00199,-0.1517,0.4665,0.1983,114.711
goe239,4,1.1491,0.00878,0.00283,-0.1524,0.3943,0.3953,130.877
goe239,5,1.2462,0.00892,0.00356,-0.1507,0.3334,1,139.709
goe239,7,1.4231,0.01325,0.00641,-0.1449,0.1303,1,107.404
goe240,6,1.1381,0.01313,0.00405,-0.1,0.0475,0.0339,86.6794
goe240,3,0.8449,0.00947,0.0023,-0.1027,0.2855,0.0346,89.2186
goe241,-1,0.9734,0.01111,0.00408,-0.2177,0.3903,0.0314,87.6148
goe241,-2,0.8503,0.01178,0.00504,-0.2146,0.402,0.0365,72.1817
goe241,1,1.2022,0.01137,0.00411,-0.2202,0.3687,0.0578,105.734
goe241,0,1.0915,0.01099,0.00373,-0.2195,0.3837,0.0399,99.3176
goe241,2,1.2925,0.01252,0.00552,-0.2185,0.2764,0.3947,103.235
goe241,5,1.5195,0.01731,0.01011,-0.2024,0.1945,0.4941,87.7816
goe242,0,1.0241,0.00974,0.00348,-0.2186,0.4938,0.047,105.144
goe242,3,1.3716,0.00998,0.00373,-0.2249,0.4885,0.0455,137.435
goe242,5,1.5689,0.01239,0.00562,-0.2241,0.2838,0.4695,126.626
goe243,1,1.1991,0.01237,0.00484,-0.231,0.3182,0.0316,96.9361
goe243,0,1.0939,0.01148,0.00444,-0.2318,0.3733,0.0351,95.2875
goe243,2,1.3143,0.01237,0.0053,-0.2328,0.2847,0.2941,106.249
goe243,3,1.3764,0.0149,0.00719,-0.2249,0.19,0.3341,92.3758
goe243,7,1.6207,0.026,0.01843,-0.1985,0.143,0.4925,62.3346
goe255,-2,0.342,0.00803,0.00197,-0.1125,0.483,0.3912,42.5903
goe255,-4,0.1123,0.00842,0.0019,-0.1088,0.4903,0.2594,13.3373
goe255,-5,-0.0005,0.00891,0.0022,-0.1073,0.5109,0.1785,-0.0561167
goe255,0,0.5597,0.00894,0.00226,-0.1139,0.3857,0.397,62.6063
goe255,5,1.0887,0.0113,0.00422,-0.1152,0.2883,0.4029,96.3451
goe255,4,0.985,0.01099,0.00397,-0.1152,0.2896,0.4029,89.6269
goe256,-1,0.4007,0.00822,0.00219,-0.0989,0.6725,0.0744,48.747
goe256,1,0.5898,0.00883,0.00209,-0.0929,0.4941,0.0913,66.795
goe256,2,0.6772,0.00859,0.00236,-0.0892,0.4488,0.3597,78.8359
goe256,4,0.9367,0.00861,0.00371,-0.0989,0.3941,0.9813,108.792
goe256,5,1.0935,0.00902,0.00409,-0.11,0.3884,0.996,121.231
goe256,7,1.2408,0.01085,0.00549,-0.0974,0.3081,1,114.359
goe256,8,1.2606,0.01147,0.00614,-0.0802,0.2897,1,109.904
goe264,0,0.5641,0.01143,0.0031,-0.1115,0.1215,0.0303,49.3526
goe264,2,0.7906,0.00921,0.00179,-0.1148,0.2813,0.0442,85.8415
goe264,9,1.4028,0.03763,0.03204,-0.0947,0.0123,1,37.2788
goe265,0,0.6784,0.00951,0.00234,-0.1159,0.3014,0.0314,71.3354
goe265,1,0.7874,0.00925,0.00195,-0.1164,0.2938,0.0297,85.1243
goe265,2,0.8962,0.00926,0.00186,-0.1168,0.288,0.0294,96.7819
goe265,4,1.1146,0.00941,0.00247,-0.1178,0.2934,0.0863,118.448
goe265,7,1.4106,0.01279,0.0058,-0.1154,0.1059,1,110.289
goe269,2,0.7256,0.0084,0.00173,-0.0978,0.3971,0.0289,86.381
goe269,3,0.8372,0.00831,0.00165,-0.0984,0.3941,0.0446,100.746
goe269,5,1.0534,0.00932,0.00248,-0.0993,0.2973,0.0742,113.026
goe269,7,1.2505,0.01154,0.00494,-0.0981,0.0958,1,108.362
goe274,6,1.2201,0.01359,0.00469,-0.1171,0.09,0.0323,89.7792
goe275,9,1.3663,0.01438,0.00735,-0.0737,0.0476,1,95.0139
goe275,8,1.2919,0.01298,0.00607,-0.0798,0.0706,1,99.53
goe276,5,1.0085,0.01156,0.00326,-0.0964,0.1298,0.0409,87.2405
goe276,6,1.1131,0.0123,0.00381,-0.0965,0.0968,0.0319,90.4959
goe277,4,0.897,0.00936,0.0022,-0.0882,0.2961,0.0359,95.8333
goe277,6,1.1001,0.0115,0.00334,-0.0878,0.1476,0.0481,95.6609
goe279,7,1.2406,0.01658,0.00839,-0.094,0.0357,0.0335,74.8251
goe279,5,1.0498,0.01365,0.00535,-0.0971,0.0429,0.0405,76.9084
goe281,6,1.1035,0.01372,0.00466,-0.0933,0.0241,0.0741,80.43
goe282,1,0.689,0.00843,0.00154,-0.1166,0.4558,0.0288,81.7319
goe282,0,0.5799,0.00831,0.00159,-0.1158,0.4923,0.0301,69.7834
goe282,2,0.7945,0.009,0.00177,-0.1167,0.3716,0.0434,88.2778
goe282,4,1.0009,0.01049,0.00279,-0.1166,0.1987,0.1921,95.4147
goe282,5,1.0858,0.01168,0.00444,-0.1139,0.0691,1,92.9623
goe282,6,1.1781,0.0137,0.00578,-0.1117,0.0223,1,85.9927
goe284,0,0.5062,0.00946,0.0028,-0.0897,0.4877,0.0976,53.5095
goe284,3,0.8506,0.00902,0.00265,-0.0928,0.3981,0.31,94.3016
goe284,2,0.7426,0.00919,0.00267,-0.0927,0.4753,0.1069,80.8052
goe284,4,0.942,0.0087,0.00339,-0.0897,0.324,0.9477,108.276
goe284,5,1.0679,0.00933,0.00387,-0.0936,0.286,1,114.459
goe284,6,1.1681,0.01039,0.0047,-0.0926,0.2569,1,112.425
goe284,7,1.26,0.01183,0.00578,-0.0904,0.2018,1,106.509
goe285,1,0.4584,0.01157,0.00236,-0.0657,0.0284,0.0308,39.6197
goe285,5,0.8965,0.01151,0.00465,-0.0667,0.032,1,77.8888
goe286,5,0.9299,0.01201,0.00272,-0.0674,0.0518,0.0307,77.4271
goe286,4,0.8207,0.0116,0.00242,-0.067,0.0512,0.0354,70.75
goe286,7,1.1385,0.01203,0.00478,-0.068,0.0467,1,94.6384
goe287,5,0.9687,0.01283,0.0038,-0.0777,0.0283,0.035,75.5027
goe287,6,1.0752,0.01352,0.00449,-0.0785,0.0253,0.0312,79.5266
goe288,-1,0.5448,0.00931,0.0023,-0.1349,0.4869,0.0298,58.5177
goe288,-2,0.4256,0.0096,0.00271,-0.1336,0.4902,0.0312,44.3333
goe288,-3,0.3062,0.01017,0.00341,-0.1323,0.492,0.0343,30.1082
goe288,1,0.7731,0.0088,0.00245,-0.1368,0.4072,0.2973,87.8523
goe288,2,0.8815,0.00946,0.00289,-0.1368,0.351,0.381,93.1818
goe288,3,0.9899,0.01026,0.00345,-0.1366,0.2921,0.3986,96.4815
goe288,4,1.1016,0.01076,0.004,-0.137,0.2913,0.4005,102.379
goe288,8,1.5315,0.01183,0.0064,-0.1369,0.285,1,129.459
goe288,7,1.4291,0.01187,0.00587,-0.1379,0.2887,0.6576,120.396
goe289,4,0.9242,0.00932,0.00316,-0.0977,0.3873,0.3977,99.1631
goe289,5,1.1131,0.00982,0.00463,-0.1167,0.351,1,113.35
goe290,-1,0.2731,0.01053,0.00229,-0.0689,0.232,0.147,25.9354
goe289,9,1.3493,0.01499,0.00983,-0.086,0.2901,1,90.0133
goe290,-2,0.1697,0.00983,0.00211,-0.0695,0.3822,0.0822,17.2635
goe290,-3,0.0587,0.00958,0.00239,-0.0693,0.4807,0.0774,6.12735
goe290,-5,-0.1714,0.01106,0.00381,-0.0679,0.4871,0.0318,-15.4973
goe290,2,0.5947,0.01209,0.00371,-0.0689,0.0258,0.4005,49.1894
goe290,3,0.7046,0.01251,0.00416,-0.0691,0.0264,0.4662,56.3229
goe298,-1,0.3415,0.00878,0.00228,-0.0898,0.4853,0.0868,38.8952
goe298,-2,0.2239,0.00941,0.0029,-0.0893,0.4936,0.0805,23.7938
goe298,-3,0.1074,0.01138,0.0051,-0.0886,0.4954,0.077,9.43761
goe298,-4,-0.0098,0.01129,0.00504,-0.0882,0.5249,0.0762,-0.868025
goe298,-5,-0.1268,0.01042,0.00431,-0.0881,0.5745,0.0739,-12.1689
goe298,10,1.4913,0.01839,0.01131,-0.0786,0.0247,1,81.093
goe298,4,0.9094,0.01089,0.00329,-0.0906,0.1934,0.1172,83.5078
goe298,2,0.6843,0.00998,0.00289,-0.0904,0.2881,0.112,68.5671
goe298,3,0.7997,0.00998,0.00284,-0.0908,0.2787,0.1157,80.1303
goe298,7,1.2092,0.01402,0.00662,-0.086,0.0272,1,86.2482
goe298,9,1.406,0.01663,0.00942,-0.0822,0.0257,1,84.546
goe298,8,1.311,0.01518,0.00775,-0.0845,0.0268,1,86.3636
goe29b,1,0.7191,0.01149,0.00391,-0.1061,0.2312,0.0299,62.5849
goe29b,3,0.9422,0.01123,0.00377,-0.1056,0.1974,0.0496,83.9003
goe29b,5,1.1627,0.01136,0.00398,-0.106,0.1965,0.0948,102.35
goe29b,6,1.2728,0.0115,0.00409,-0.1063,0.1943,0.096,110.678
goe29b,7,1.3795,0.01211,0.00463,-0.1061,0.1817,0.0958,113.914
goe300,-4,0.236,0.01603,0.0086,-0.0953,0.0714,0.0428,14.7224
goe300,9,1.5115,0.01581,0.00768,-0.1096,0.1065,0.0756,95.604
goe301,2,0.9381,0.00938,0.00255,-0.1369,0.3814,0.0314,100.011
goe301,3,1.0479,0.00929,0.00239,-0.1373,0.3788,0.0424,112.799
goe301,5,1.2542,0.00903,0.0036,-0.1369,0.3156,1,138.893
goe301,6,1.3567,0.00975,0.00419,-0.1363,0.2797,1,139.149
goe301,8,1.5163,0.01432,0.00733,-0.1275,0.1247,1,105.887
goe303,3,0.9625,0.00912,0.00218,-0.1234,0.3834,0.0312,105.537
goe303,6,1.2583,0.01089,0.00495,-0.1197,0.2026,1,115.546
goe303,8,1.4616,0.01208,0.00598,-0.1186,0.1823,1,120.993
goe304,5,1.1734,0.01103,0.00451,-0.1256,0.1422,1,106.383
goe304,3,0.9722,0.0109,0.00313,-0.1278,0.2068,0.0299,89.1927
goe304,4,1.0746,0.01155,0.00356,-0.1267,0.1728,0.0494,93.039
goe304,8,1.4382,0.01597,0.00835,-0.1157,0.0278,1,90.0564
goe308,4,0.8448,0.009,0.00189,-0.072,0.3469,0.0372,93.8667
goe308,5,0.9383,0.00939,0.00215,-0.0697,0.2994,0.0319,99.9255
goe309,3,0.6902,0.00838,0.00146,-0.0554,0.3943,0.0337,82.3628
goe309,5,0.8916,0.01061,0.00241,-0.0561,0.1771,0.0302,84.0339
goe309,2,0.5812,0.0085,0.00161,-0.0542,0.3943,0.0437,68.3765
goe309,4,0.7987,0.0085,0.00156,-0.0568,0.3834,0.031,93.9647
goe309,6,0.9793,0.01338,0.00418,-0.0547,0.0248,0.0317,73.1913
goe310,3,0.6622,0.0113,0.00244,-0.0633,0.0515,0.0466,58.6018
goe311,1,0.6036,0.01122,0.00247,-0.0862,0.0877,0.0556,53.7968
goe311,0,0.4962,0.01132,0.00282,-0.0854,0.0857,0.0691,43.8339
goe311,2,0.714,0.01084,0.00227,-0.0875,0.1413,0.0535,65.8672
goe311,4,0.9293,0.01117,0.00311,-0.0897,0.1526,0.15,83.1961
goe311,3,0.8236,0.01065,0.00268,-0.0889,0.1718,0.1489,77.3333
goe311,6,1.1285,0.01199,0.00484,-0.0895,0.0742,1,94.1201
goe314,7,1.1299,0.01214,0.00513,-0.0635,0.0486,1,93.0725
goe316,7,1.131,0.01107,0.0045,-0.0603,0.095,1,102.168
goe316,4,0.8185,0.00948,0.00238,-0.059,0.2937,0.0328,86.3397
goe318,4,0.7782,0.00985,0.00221,-0.049,0.1988,0.0328,79.0051
goe318,7,1.1065,0.00933,0.00364,-0.0523,0.1856,1,118.596
goe318,6,0.9971,0.0087,0.00307,-0.0511,0.1976,1,114.609
goe318,5,0.8892,0.01027,0.0027,-0.05,0.1986,0.0311,86.5823
goe319,6,1.1661,0.01229,0.00557,-0.0796,0.1984,0.2627,94.882
goe319,5,1.0605,0.01188,0.00473,-0.08,0.1991,0.0329,89.2677
goe319,7,1.2744,0.01162,0.00629,-0.0803,0.1979,1,109.673
